Committee,Subcommittee,Full_Name,State
Committee on Appropriations,Subcommittee on Military Construction. Veterans Affairs. and Related Agencies,Martin Heinrich,NM
Committee on Appropriations,Subcommittee on Military Construction. Veterans Affairs. and Related Agencies,Ranking Member,N/A
Committee on Appropriations,Subcommittee on Military Construction. Veterans Affairs. and Related Agencies,Jon Ossoff,GA
Committee on Appropriations,Subcommittee on Military Construction. Veterans Affairs. and Related Agencies,Patty Murray,WA
Committee on Appropriations,Subcommittee on State. Foreign Operations. and Related Programs,John Boozman,AR
Committee on Appropriations,Subcommittee on State. Foreign Operations. and Related Programs,Chairman,N/A
Committee on Appropriations,Subcommittee on State. Foreign Operations. and Related Programs,Mitch McConnell,KY
Committee on Appropriations,Subcommittee on State. Foreign Operations. and Related Programs,Lisa Murkowski,AK
Committee on Appropriations,Subcommittee on State. Foreign Operations. and Related Programs,John Hoeven,ND
Committee on Appropriations,Subcommittee on State. Foreign Operations. and Related Programs,Susan M. Collins,ME
Committee on Appropriations,Subcommittee on State. Foreign Operations. and Related Programs,Bill Hagerty,TN
Committee on Appropriations,Subcommittee on State. Foreign Operations. and Related Programs,Deb Fischer,NE
Committee on Appropriations,Subcommittee on State. Foreign Operations. and Related Programs,Mike Rounds,SD
Committee on Appropriations,Subcommittee on State. Foreign Operations. and Related Programs,Cindy Hyde-Smith,MS
Committee on Appropriations,Subcommittee on State. Foreign Operations. and Related Programs,Jon Ossoff,GA
Committee on Appropriations,Subcommittee on State. Foreign Operations. and Related Programs,Ranking Member,N/A
Committee on Appropriations,Subcommittee on State. Foreign Operations. and Related Programs,Patty Murray,WA
Committee on Appropriations,Subcommittee on State. Foreign Operations. and Related Programs,Jack Reed,RI
Committee on Appropriations,Subcommittee on State. Foreign Operations. and Related Programs,Brian Schatz,HI
Committee on Appropriations,Subcommittee on State. Foreign Operations. and Related Programs,Tammy Baldwin,WI
Committee on Appropriations,Subcommittee on State. Foreign Operations. and Related Programs,Martin Heinrich,NM
Committee on Appropriations,Subcommittee on State. Foreign Operations. and Related Programs,Gary C. Peters,MI
Committee on Appropriations,Subcommittee on State. Foreign Operations. and Related Programs,Kirsten E. Gillibrand,NY
Committee on Appropriations,Subcommittee on Transportation. Housing and Urban Development. and Related Agencies,Lindsey Graham,SC
Committee on Appropriations,Subcommittee on Transportation. Housing and Urban Development. and Related Agencies,Chairman,N/A
Committee on Appropriations,Subcommittee on Transportation. Housing and Urban Development. and Related Agencies,Mitch McConnell,KY
Committee on Appropriations,Subcommittee on Transportation. Housing and Urban Development. and Related Agencies,John Boozman,AR
Committee on Appropriations,Subcommittee on Transportation. Housing and Urban Development. and Related Agencies,Jerry Moran,KS
Committee on Appropriations,Subcommittee on Transportation. Housing and Urban Development. and Related Agencies,Bill Hagerty,TN
Committee on Appropriations,Subcommittee on Transportation. Housing and Urban Development. and Related Agencies,Katie Boyd Britt,AL
Committee on Appropriations,Subcommittee on Transportation. Housing and Urban Development. and Related Agencies,Markwayne Mullin,OK
Committee on Appropriations,Subcommittee on Transportation. Housing and Urban Development. and Related Agencies,Susan M. Collins,ME
Committee on Appropriations,Subcommittee on Transportation. Housing and Urban Development. and Related Agencies,Ex Officio,N/A
Committee on Appropriations,Subcommittee on Transportation. Housing and Urban Development. and Related Agencies,Brian Schatz,HI
Committee on Appropriations,Subcommittee on Transportation. Housing and Urban Development. and Related Agencies,Ranking Member,N/A
Committee on Appropriations,Subcommittee on Transportation. Housing and Urban Development. and Related Agencies,Richard J. Durbin,IL
Committee on Appropriations,Subcommittee on Transportation. Housing and Urban Development. and Related Agencies,Jeanne Shaheen,NH
Committee on Appropriations,Subcommittee on Transportation. Housing and Urban Development. and Related Agencies,Christopher A. Coons,DE
Committee on Appropriations,Subcommittee on Transportation. Housing and Urban Development. and Related Agencies,Jeff Merkley,OR
Committee on Appropriations,Subcommittee on Transportation. Housing and Urban Development. and Related Agencies,Christopher Murphy,CT
Committee on Appropriations,Subcommittee on Transportation. Housing and Urban Development. and Related Agencies,Patty Murray,WA
Committee on Armed Services,Subcommittee on Airland,Roger F. Wicker,MS
Committee on Armed Services,Subcommittee on Airland,Chairman,N/A
Committee on Armed Services,Subcommittee on Airland,Deb Fischer,NE
Committee on Armed Services,Subcommittee on Airland,Tom Cotton,AR
Committee on Armed Services,Subcommittee on Airland,Mike Rounds,SD
Committee on Armed Services,Subcommittee on Airland,Joni Ernst,IA
Committee on Armed Services,Subcommittee on Airland,Dan Sullivan,AK
Committee on Armed Services,Subcommittee on Airland,Kevin Cramer,ND
Committee on Armed Services,Subcommittee on Airland,Rick Scott,FL
Committee on Armed Services,Subcommittee on Airland,Tommy Tuberville,AL
Committee on Armed Services,Subcommittee on Airland,Markwayne Mullin,OK
Committee on Armed Services,Subcommittee on Airland,Ted Budd,NC
Committee on Armed Services,Subcommittee on Airland,Eric Schmitt,MO
Committee on Armed Services,Subcommittee on Airland,Jim Banks,IN
Committee on Armed Services,Subcommittee on Airland,Tim Sheehy,MT
Committee on Armed Services,Subcommittee on Airland,Jack Reed,RI
Committee on Armed Services,Subcommittee on Airland,Ranking Member,N/A
Committee on Armed Services,Subcommittee on Airland,Jeanne Shaheen,NH
Committee on Armed Services,Subcommittee on Airland,Kirsten E. Gillibrand,NY
Committee on Armed Services,Subcommittee on Airland,Richard Blumenthal,CT
Committee on Armed Services,Subcommittee on Airland,Mazie K. Hirono,HI
Committee on Armed Services,Subcommittee on Airland,Tim Kaine,VA
Committee on Armed Services,Subcommittee on Airland,Angus S. King,ME
Committee on Armed Services,Subcommittee on Airland,Elizabeth Warren,MA
Committee on Armed Services,Subcommittee on Airland,Gary C. Peters,MI
Committee on Armed Services,Subcommittee on Airland,Tammy Duckworth,IL
Committee on Armed Services,Subcommittee on Airland,Jacky Rosen,NV
Committee on Armed Services,Subcommittee on Airland,Mark Kelly,AZ
Committee on Armed Services,Subcommittee on Airland,Elissa Slotkin,MI
Committee on Armed Services,Subcommittee on Cybersecurity,Kevin Cramer,ND
Committee on Armed Services,Subcommittee on Cybersecurity,Chairman,N/A
Committee on Armed Services,Subcommittee on Cybersecurity,Deb Fischer,NE
Committee on Armed Services,Subcommittee on Cybersecurity,Tom Cotton,AR
Committee on Armed Services,Subcommittee on Cybersecurity,Dan Sullivan,AK
Committee on Armed Services,Subcommittee on Cybersecurity,Markwayne Mullin,OK
Committee on Armed Services,Subcommittee on Cybersecurity,Ted Budd,NC
Committee on Armed Services,Subcommittee on Cybersecurity,Eric Schmitt,MO
Committee on Armed Services,Subcommittee on Cybersecurity,Roger F. Wicker,MS
Committee on Armed Services,Subcommittee on Cybersecurity,Ex Officio,N/A
Committee on Armed Services,Subcommittee on Cybersecurity,Mark Kelly,AZ
Committee on Armed Services,Subcommittee on Cybersecurity,Ranking Member,N/A
Committee on Armed Services,Subcommittee on Cybersecurity,Richard Blumenthal,CT
Committee on Armed Services,Subcommittee on Cybersecurity,Angus S. King,ME
Committee on Armed Services,Subcommittee on Cybersecurity,Gary C. Peters,MI
Committee on Armed Services,Subcommittee on Cybersecurity,Tammy Duckworth,IL
Committee on Armed Services,Subcommittee on Cybersecurity,Elissa Slotkin,MI
Committee on Armed Services,Subcommittee on Cybersecurity,Jack Reed,RI
Committee on Armed Services,Subcommittee on Emerging Threats and Capabilities,Mike Rounds,SD
Committee on Armed Services,Subcommittee on Emerging Threats and Capabilities,Chairman,N/A
Committee on Armed Services,Subcommittee on Emerging Threats and Capabilities,Tom Cotton,AR
Committee on Armed Services,Subcommittee on Emerging Threats and Capabilities,Joni Ernst,IA
Committee on Armed Services,Subcommittee on Emerging Threats and Capabilities,Ted Budd,NC
Committee on Armed Services,Subcommittee on Emerging Threats and Capabilities,Eric Schmitt,MO
Committee on Armed Services,Subcommittee on Emerging Threats and Capabilities,Roger F. Wicker,MS
Committee on Armed Services,Subcommittee on Emerging Threats and Capabilities,Ex Officio,N/A
Committee on Armed Services,Subcommittee on Emerging Threats and Capabilities,Jacky Rosen,NV
Committee on Armed Services,Subcommittee on Emerging Threats and Capabilities,Ranking Member,N/A
Committee on Armed Services,Subcommittee on Emerging Threats and Capabilities,Kirsten E. Gillibrand,NY
Committee on Armed Services,Subcommittee on Emerging Threats and Capabilities,Gary C. Peters,MI
Committee on Armed Services,Subcommittee on Emerging Threats and Capabilities,Elissa Slotkin,MI
Committee on Armed Services,Subcommittee on Emerging Threats and Capabilities,Jack Reed,RI
Committee on Armed Services,Subcommittee on Personnel,Joni Ernst,IA
Committee on Armed Services,Subcommittee on Personnel,Chairman,N/A
Committee on Armed Services,Subcommittee on Personnel,Tom Cotton,AR
Committee on Armed Services,Subcommittee on Personnel,Mike Rounds,SD
Committee on Armed Services,Subcommittee on Personnel,Kevin Cramer,ND
Committee on Armed Services,Subcommittee on Personnel,Markwayne Mullin,OK
Committee on Armed Services,Subcommittee on Personnel,Ted Budd,NC
Committee on Armed Services,Subcommittee on Personnel,Eric Schmitt,MO
Committee on Armed Services,Subcommittee on Personnel,Tim Sheehy,MT
Committee on Armed Services,Subcommittee on Personnel,Roger F. Wicker,MS
Committee on Armed Services,Subcommittee on Personnel,Ex Officio,N/A
Committee on Armed Services,Subcommittee on Personnel,Elissa Slotkin,MI
Committee on Armed Services,Subcommittee on Personnel,Ranking Member,N/A
Committee on Armed Services,Subcommittee on Personnel,Jeanne Shaheen,NH
Committee on Armed Services,Subcommittee on Personnel,Kirsten E. Gillibrand,NY
Committee on Armed Services,Subcommittee on Personnel,Tim Kaine,VA
Committee on Armed Services,Subcommittee on Personnel,Gary C. Peters,MI
Committee on Armed Services,Subcommittee on Personnel,Jacky Rosen,NV
Committee on Armed Services,Subcommittee on Personnel,Mark Kelly,AZ
Committee on Armed Services,Subcommittee on Personnel,Jack Reed,RI
Committee on Armed Services,Subcommittee on Readiness and Management Support,Tommy Tuberville,AL
Committee on Armed Services,Subcommittee on Readiness and Management Support,Chairman,N/A
Committee on Armed Services,Subcommittee on Readiness and Management Support,Joni Ernst,IA
Committee on Armed Services,Subcommittee on Readiness and Management Support,Rick Scott,FL
Committee on Armed Services,Subcommittee on Readiness and Management Support,Ted Budd,NC
Committee on Armed Services,Subcommittee on Readiness and Management Support,Jim Banks,IN
Committee on Armed Services,Subcommittee on Readiness and Management Support,Roger F. Wicker,MS
Committee on Armed Services,Subcommittee on Readiness and Management Support,Ex Officio,N/A
Committee on Armed Services,Subcommittee on Readiness and Management Support,Elizabeth Warren,MA
Committee on Armed Services,Subcommittee on Readiness and Management Support,Ranking Member,N/A
Committee on Armed Services,Subcommittee on Readiness and Management Support,Richard Blumenthal,CT
Committee on Armed Services,Subcommittee on Readiness and Management Support,Mazie K. Hirono,HI
Committee on Armed Services,Subcommittee on Readiness and Management Support,Tammy Duckworth,IL
Committee on Armed Services,Subcommittee on Readiness and Management Support,Jack Reed,RI
Committee on Armed Services,Subcommittee on Seapower,Dan Sullivan,AK
Committee on Armed Services,Subcommittee on Seapower,Chairman,N/A
Committee on Armed Services,Subcommittee on Seapower,Deb Fischer,NE
Committee on Armed Services,Subcommittee on Seapower,Kevin Cramer,ND
Committee on Armed Services,Subcommittee on Seapower,Rick Scott,FL
